scenario_id,frame_index,image_path,image_sha256,label_sha256,frame_sha256,person_gt,vehicle_gt
S3,1,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0001.png,1E6BE570ADBD105CDF47F89BC1EED34B43910D33097179AD649EA89E0FB422CC,9C080A83FF76AD39B5C23A1D3416D67AFFC04C09D082D2D9D5F517BEB6CF225C,F166FCD1CE40F7520D8733E1F5B7002ADAE13B48697D302F2C9E5914F2B877F6,2,0
S3,2,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0002.png,1D88CFD15FA7340E691F86EB8B8C833CCC0A09F9C9556011A404E4108C9F8A5D,46516D761842D226A42A7DAD5B9ED0D3DF39E0EC8D6002CCF9A4684178A00928,A4B8F5D61953672487DC712DE0EB706A9A02130C16CE6ACB072C72B582A72A86,2,0
S3,3,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0003.png,2E985060EE7163290A378E9A3F7BA7C89CA4592AB96BB251B312EA07FCF1976B,B08C76CBDAD4B9FC2DFD8CEF4932CFD633F5B6B646F42DA0AF71940EFC7F8E4A,C04B724D1E0179C1F7A4C797563AEA8489B6F2BC414857FB9FADB4BE1D5AF6DA,2,0
S3,4,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0004.png,C4BA73E3FCD83F152C0B2E7B78F4DCC729DB529B0A377591B6BDA13DB05477BC,F1E518840D50C6E5130ECBCAD26FC0D70919702DAD6C43E4806AD73AB8EBCE04,7B39CBA260026AB423D1B35AE4E6FC4439D2115DE8ABEFB2D730B0DCE85AA131,2,0
S3,5,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0005.png,4583F2D6E2BD83ED1445FDADD633945EAD0467FA160CFD2DAA8167063B4C594B,88DA7DFEBDCA3DB9B359B9835D1506F7D31E9B0D6786569BB678B4634C611B9C,9060A9FEF97DAF188E8A182656DC4A65C6763CE783FF02401F19D198037A0E1F,2,0
S3,6,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0006.png,6602519410566CBD352DB7C02AFA76CE7409D0585E63F45B246C34FB04990BCC,B121E989FACFC09D5B9A30720372CE8EAAD6E7871AFA4ADE7D3305981915F08E,18B9EF3FB0B12331AA10AA93F6F54F2006E6E0C7070D941509E91D57879AB47D,2,0
S3,7,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0007.png,EBD48A8AF6F14092EDB5841F17C485144391BBA177A8838475CDE09D60E00EA6,2829E376C7D23665270EFDD149D17A216D88AF42AC430258E7FDF8A6DC0F52D3,5A18BF9A8B9F055145EC47CD9404C8879B4364C4F029CE5A291B79D2133A1E84,2,0
S3,8,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0008.png,0F4A4FCE1DC25751153BCD3B9EDC6578BA3737C1C34CFA2040358DE91B76EDB2,5D3F01775ADC35B939AB4F5CB360AB360B61935D1928F70FC2A00F160AE335AB,63E312FB64787E7BB4E070AF39E9914BF21A1BE4ACC44DCED673204DC34834B6,2,0
S3,9,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0009.png,26E00B9B72DFB4568B1BECF2D3787689BEB89E29DBC5F8255827FEA9666C803C,9F8061A41E1AE09C9EC23D5B7E7E7A5C0CB633610208B57E35917BD81BB1C071,0F2B303582E3E073598769EF157009E21E447E945C6FD493F6E60D9DF2C74CAE,2,0
S3,10,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0010.png,56AB56F8925F9224309A992DF8714738CF1F3759174B4DB2181B6E818A12D704,DADEE8341415D7B51CBB4D99A7D34ACE30324EE53DE8BDBC47D164BFFC71169E,E18191F14DED601D5F3E35598027220C8FD68EF658B47335B2E26B3DF2324FB1,2,0
S3,11,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0011.png,DCDA3F51518FB1E9CE53B3165BC2E46C33438B964FF39370D60D7417C41CECC7,E51026FAB61005A352EE954EB137BE0F3802C15E5C004CBD17E4C471A29D23E3,322ADE28ECC9B465D69EF7925DF524D64A64EF76E7B1AAE4A975048AFA2EBD90,2,0
S3,12,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0012.png,D4E882A3BBA97E1E60B77817D150B18F1ED72156BCF6C5837B6C972788EABE59,FA7AC35F98487DBD7A1BD86F10E38414B151B89BF4483393A7F2CAFDE28BD261,0DAAB6660899CBD1C3A85A4BBC0864ACF8A64127E333473E658EE0F999A4DE7B,2,0
S3,13,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0013.png,DF1D5F76DE3C47CAAF54E70FD3744F6FA8B2B20D79AA5F211134A2CF81282BF3,C48BFAA62F76BA62D19E284811162F70F66D3AC7851806AEA3ED81AE80AAE706,86CF62E5E22C7E09CFD4309A8E9E4C7933B9D62055A3CFA5FB6A9AA938DB5DA2,2,0
S3,14,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0014.png,FF27645B68A3DA51814BF83CF9B29EA3D1643EA0F5968315418CAEAEA9CE1022,7A43757E8BF63059A22B890EC0EF18898769EAF0383ECC0CABA8B3AA8EF9B3E5,6B5B02186F473E90A7FE53CD6B4A447779C019BA36641C57C36983038AEAC182,2,0
S3,15,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0015.png,DD8F8CF0900090EE3C17A7F7935620B9E0C7D14212B6F6C04C1C0224D1C6F861,52579B426E82B1C37CF6343E5DF13F85128BBD6C5B7F1E527FA9810EB7C7D131,A4DCC25AC40748C7EB29AF21E170D0FFBA8F17A587C0169BED9E72492FF4C68D,2,0
S3,16,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0016.png,D97448AC9BCBD6D67365E366D66F361C0096BB897ABC2D5C04CDEE33628176AB,48829BC97122330FDF8286E79EBFF2D4049E467B465E7471AD22129529046B1F,9E12DFE4A77A725B23BE2F529EDCA485962736F99BA4994FC1DC7B60B15B51FF,2,0
S3,17,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0017.png,3E04C27550F093CE622DEE2A01C15EED66A722AFAE6491E20560F1DD97DECF94,9A7AD06998FB89A52FA5FFEDBC881226B143C57788323E7F14B583899140AF81,F887691A8C7798A39ECEC7C089EC4A9E08D7FAFFDD640C154234CEEDEA1DDC16,2,0
S3,18,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0018.png,9B1812F93B2A9B41D2C9F23470D334AABE8E1E6F13900D82C19A10A96D22CD10,7A60B3BD0683E4C23EC8475DABA30913E665F04559272432C196D63D7EB814A0,E08DC2CD32588DDF4DFC7E104086A96029E1171265D9214927ED78BAACBDE564,2,0
S3,19,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S3\initial_condition\frames\frame_0019.png,DF231415523C41FCD733237068008D5D7E7D80EDADB93E32E1165A90DE991D14,8CE5E04C84FEC139BAAC695BBD8B4DEA6FD1E41C3ED9EDC8BBEF71489FA80983,C0E1ECD60F88881D3DD55F2EC9DC974CF26908508CB152300536F9C3ADAF4057,2,0
