scenario_id,split,seed,trajectory_name,start_xyz,end_xyz,flight_direction_unit,altitude_range_m,camera,object_count,person_count,vehicle_count,object_layout,environment,selected_frame_indices,selected_time_seconds,diversity_factors,trajectory_sha256,object_layout_sha256,scenario_config_path,scenario_config_sha256
T01_east_level_low,train,4101,동서 직선 저고도 순항,"[-32, -4, 52]","[18, -4, 52]","[1.0, 0.0, 0.0]","[52, 52]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-10, -6.2]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-7.4, -3.8]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [10, -3.2]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [12.8, -0.8]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [32, -6.2]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [35.0, -3.8]}]","{""camera_noise"": 0.0, ""fog_percent"": 0.0, ""illumination_lux"": 15000.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""동서 직선"", ""저고도"", ""중간 간격""]",1AB8E7C7F27DB0DFD26F88DBD1E4B09554333E6AC8E03AF0DACC842158127E09,82DFFB587D2CC851B01AA4E1D2FED8514818A9C160560ED9725CBBE014797708,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v1\scenario_configs\T01_east_level_low.json,3E013D03512CA5D4124EAD31489B2276FE2EDBC5757E59C86EC0383CA2448142
T02_east_level_high,train,4102,동서 직선 고고도 순항,"[-28, 6, 60]","[20, 6, 60]","[1.0, 0.0, 0.0]","[60, 60]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-5, 2.3]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-2.4, 5.7]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [15, 6.3]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [17.8, 9.7]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [36, 3.3]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [39.0, 6.7]}]","{""camera_noise"": 0.01, ""fog_percent"": 4.0, ""illumination_lux"": 14200.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""동서 직선"", ""고고도"", ""넓은 횡간격""]",AA5524EDD1DF79FFE763A1FB10BC7E2C2052E41269D82DFCDE3B4DA7137F08AE,6FEF9AF3D216A98EA4EC7B6C056F4B67B2A5A24EBB071507630EF7F185085BAA,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v1\scenario_configs\T02_east_level_high.json,C16F9204450CB11EB58B133392242E225D00A864FEEF14D02A55F901C8D2AE46
T03_east_ascending,train,4103,동쪽 진행 상승,"[-35, -8, 46]","[15, -8, 62]","[0.9524241471993241, 0.0, 0.3047757271037837]","[46, 62]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-12, -11.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-9.4, -9.0]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [9, -7.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [11.8, -5.0]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [31, -10.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [34.0, -8.0]}]","{""camera_noise"": 0.02, ""fog_percent"": 8.0, ""illumination_lux"": 13200.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""상승"", ""동서 직선"", ""거리 감소""]",A24B46D3B365B21A7BF76483464013E75C049D2B80FB05B90E7D78477F2677E6,698E9A45C8F6B0E11CE43E91BD9E6BFA74F150F9033A7275A31D8CD28E6A61A4,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v1\scenario_configs\T03_east_ascending.json,9478E600C82D516106C7B773399C83E9D65D70D0ACE5A25EEF3DACEA4CA83E6D
T04_east_descending,train,4104,동쪽 진행 하강,"[-30, 9, 67]","[18, 9, 49]","[0.9363291775690445, 0.0, -0.3511234415883917]","[49, 67]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-8, 5.6]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-5.4, 8.4]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [13, 9.6]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [15.8, 12.4]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [35, 6.6]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [38.0, 9.4]}]","{""camera_noise"": 0.03, ""fog_percent"": 12.0, ""illumination_lux"": 12000.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""하강"", ""동서 직선"", ""크기 증가""]",5AB802935CA95863F9F42CA23E56F66781B72DD09ED309BEF06F8DF5C3A615CE,CB8284A56E469402FB3CD1DCCAF63CA49B3394CE68A894D44CBB67209141DBC0,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v1\scenario_configs\T04_east_descending.json,C6B9F14630984A08DE9CA5BF53A2F913AA774E6B6D3A87F3C719A0E73023D597
T05_west_retreat_low,train,4105,서쪽 이탈 저고도,"[5, -6, 54]","[-27, -6, 54]","[-1.0, 0.0, 0.0]","[54, 54]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [24, -9.1]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [26.6, -6.9]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [35, -5.1]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [37.8, -2.9]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [47, -8.1]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [50.0, -5.9]}]","{""camera_noise"": 0.04, ""fog_percent"": 16.0, ""illumination_lux"": 11000.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""근거리-원거리 이탈"", ""역방향 궤적""]",29AF19DB14E8A4FE42D62E0D5538A1147C63EA637212E3D1A3E4F44E5DED65BA,5131841CD786A935E1D4A4BD0D0E8DFA116A8A9AC096BF3D7A7D5C1834515E35,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v1\scenario_configs\T05_west_retreat_low.json,C096A51C9F7DD9081AB40E73CF84B299FA4F2FDDADB04B4A933555153D4B422D
T06_west_retreat_high,train,4106,서쪽 이탈 고고도,"[7, 8, 62]","[-25, 8, 62]","[-1.0, 0.0, 0.0]","[62, 62]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [29, 4.4]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [31.6, 7.6]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [40, 8.4]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [42.8, 11.6]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [51, 5.4]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [54.0, 8.6]}]","{""camera_noise"": 0.05, ""fog_percent"": 20.0, ""illumination_lux"": 10000.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""근거리-원거리 이탈"", ""고고도""]",0A9E0827021B838E197EA9679715BADCA2D4DC446B6F4BCCB03FC45D1E7DC979,A381151304F732DE07221F8426EBE701C9598B3FF0F9A21260B9EB5426BAE08C,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v1\scenario_configs\T06_west_retreat_high.json,F94EB6FE791418C1C36EB0894AD0428293207072E069E18D354EBDC8D9E8C222
T07_north_lateral,train,4107,남-북 횡방향,"[-20, -18, 55]","[-20, 18, 55]","[0.0, 1.0, 0.0]","[55, 55]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [5, -11.3]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [7.6, -8.7]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [18, -1.3]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [20.8, 1.3]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [31, 8.7]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [34.0, 11.3]}]","{""camera_noise"": 0.01, ""fog_percent"": 2.0, ""illumination_lux"": 14500.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""남북 횡방향"", ""고정 고도""]",E949A2404B0890C65AAEE6164468D7CCE944587DA32D434C6F89D9972019B1AD,3F93AF7BF4D406DD2279EB47B22F724118E4993952CC442937B16F4A87C6D94D,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v1\scenario_configs\T07_north_lateral.json,54E33E45B3757F7A7A4447202201C07DFAF7BE44F39F53C1AACF8FE1B8DBB9D8
T08_south_lateral,train,4108,북-남 횡방향,"[-16, 20, 62]","[-16, -20, 62]","[0.0, -1.0, 0.0]","[62, 62]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [10, 10.5]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [12.6, 13.5]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [24, -1.5]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [26.8, 1.5]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [37, -13.5]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [40.0, -10.5]}]","{""camera_noise"": 0.02, ""fog_percent"": 6.0, ""illumination_lux"": 13600.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""남북 역방향"", ""고고도""]",7DCB496712A6AB945333A42CC372A2841B64D8EF65F45EDC395CD9A435E6C43B,859D38BB865B6F13BC4623C410C1A357C5A2D134F5FF3581832BF3B1AD096823,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v1\scenario_configs\T08_south_lateral.json,C2A0160CF81B5B1BB9FD4418EA594228B9059B0D7B311FB30F7B9E39B85B8909
T09_diagonal_swnE,train,4109,남서-북동 대각선,"[-32, -16, 56]","[12, 14, 56]","[0.8262273428075476, 0.5633368246415097, 0.0]","[56, 56]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-8, -11.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-5.4, -9.0]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [12, 0.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [14.8, 2.0]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [33, 11.0]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [36.0, 13.0]}]","{""camera_noise"": 0.03, ""fog_percent"": 10.0, ""illumination_lux"": 12600.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""대각선"", ""화면 횡이동""]",9BE7776AC076FB0E71C61BA5B09833FD2AD4AD30B87210F753E74B755828378E,3D0F0AEB7FC1372121CA82A9C59A81CED5461EF9CBE85BD179E44950912C1DB6,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v1\scenario_configs\T09_diagonal_swnE.json,4873FDE8DD3D3BB4CD613D9A086635EF22E268B493225461DF78517A0E110522
T10_diagonal_nwse,train,4110,북서-남동 대각 상승,"[-30, 16, 51]","[14, -14, 61]","[0.8120348175781185, -0.5536601028941717, 0.18455336763139055]","[51, 61]","{""boresight"": ""+x world axis, pitched 60 degrees downward (fixed renderer capability)"", ""image_size"": [640, 360], ""intrinsics"": [600.0, 600.0, 320.0, 180.0, 60.0]}",6,3,3,"[{""class_id"": 1, ""class_name"": ""person"", ""object_id"": 1, ""radius_height"": [0.5, 1.8], ""xy"": [-7, 8.2]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 2, ""radius_height"": [1.2, 1.6], ""xy"": [-4.4, 11.8]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 3, ""radius_height"": [0.5, 1.8], ""xy"": [14, -1.8]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 4, ""radius_height"": [1.2, 1.6], ""xy"": [16.8, 1.8]}, {""class_id"": 1, ""class_name"": ""person"", ""object_id"": 5, ""radius_height"": [0.5, 1.8], ""xy"": [35, -11.8]}, {""class_id"": 2, ""class_name"": ""vehicle"", ""object_id"": 6, ""radius_height"": [1.2, 1.6], ""xy"": [38.0, -8.2]}]","{""camera_noise"": 0.04, ""fog_percent"": 14.0, ""illumination_lux"": 11600.0}","[1, 10, 20, 29, 39, 48, 58, 67, 77, 86, 96, 105, 115, 124, 134, 143, 153, 162, 172, 181]","[0.0, 0.9, 1.9, 2.8, 3.8, 4.7, 5.7, 6.6, 7.6, 8.5, 9.5, 10.4, 11.4, 12.3, 13.3, 14.2, 15.2, 16.1, 17.1, 18.0]","[""대각선"", ""상승"", ""넓은 간격""]",19CA7FED5142FFFA0FB04E6B7F901CD8ED39B344348719A5B032F3765AA2ECEF,4D92972989959D3F689912F3A6EBEAF79DC4A0A79618407AB4E270EC65E2ECB6,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\diverse_training_scenario_split\config\diverse_training_scenario_split_v1\scenario_configs\T10_diagonal_nwse.json,7CD19D5B4E1917CECE3DD393ACDF2399BAC277836EB9E6A18A02082E50BFF347
