scenario_id,frame_index,image_path,image_sha256,label_sha256,frame_sha256,person_gt,vehicle_gt
S2,1,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0001.png,1224F04C2B6C346E8FE71D93B961AB46A2C0FFCEFD012E3C0DBF40BBD685FAB7,8F34EACE25DB3940DBF7A2FD5685F3397B7A77C57DA3FF172BC74E463DD42B3C,1B38A5781C22CEA8ADB9E5A080788235E6E6D19F8557C4D359F0333178B8ADBB,2,0
S2,2,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0002.png,3954419721D92F23100F6549033DF75D4748E6D47FEC28F3F47CD6582AEAA11F,958EE13E834189A653EF8B6016FEF5E686D9BC727F61C5E01672EB0D0FCB4CEB,D9628B3E4E54799B937AFD5A5C83A522F96B031955585F4D4AEEAF264FBB601D,2,0
S2,3,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0003.png,0833DED89EC36657384218AAC9D7EC1F01B2B50513BCF03C0894079B9E76004C,05676C8F1102475A36D02D48802C1E008FF88C1A5BE809BB4296194616FD30D2,9EC68EA4ADCA58025BB17CE875A979B34856A8CA724E7193381FAE7267B6556C,2,0
S2,4,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0004.png,E97A39327C9EC43D62BBAEC1DBD83B0B9ECE8964FA639E5E33452A64831D1C9A,E93E83EF20E4ECA81D0BA3F88A3C3192DFBCFA55A19FD3E6D9276EC38CCC1987,1A4C6CCBE02A07B0EAA62E0109B3465C77DAB98E0BF81A5DFCC446486EFE33CC,2,0
S2,5,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0005.png,33DB36EF2B550853781208CD8032C224D1E6812484CC19836C91F8BB04D07557,29CDEE64412F9E206F84893D8891033870E8FF287BE67125E82C4E6C8279EDC1,5D6F8B298E8A3F4C8F9BBDC41C445188E43BD827A66AA3AE1D530F6732E59916,2,0
S2,6,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0006.png,0C06D7719E48F1264358048DC78C3DBDAD36F153AF45F46E1BB9F88FEC719EDB,AC4FF5A0A1D06B690766A4DA36E19E87CF41F34C8BA661F7F5822CD174504222,476868B92E0500B52D7078E6F0A45A0EC90D2AB02DEB10F12509EAA76CB57C05,2,0
S2,7,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0007.png,838397BD156483C9981E2CAA1726C8753775311DDDAA81E91758EC2C7BAB7E07,935E6FD4ACC2C5C4A32EABB6B7755BB9981CF540A56D97467770E2EFB7BE6B3D,2102C65ADBC522BC3BAF39951B55C3F8EDA6E02FC24C4B0813CE1898A4C2DCCF,2,0
S2,8,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0008.png,4E3F32CF072340D04B0F33EFBED80C3BE8B762B568AEE45B99ABC83802676A91,4E1895BBE8E2F8529344D859593FF28CA80C35B93D25C8C03A834D11F7C5E9ED,936B25F1979C743177057947C4BDFB7015E0195ED3A5D39A4B3B6E0BC1AD1DC8,2,0
S2,9,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0009.png,2DB0817438BFA2BD3862FCC24E61038C22E01E88120EBE34E95F6475B19C6105,F79F432A77F8FF14D14298A6190D9ECD3304FF6C1E846E74BF20010F6827DF1F,5017AE9C71010206D17CA30C4A7A57050C0D1C7FF306064EF190215FAC6BFFED,2,0
S2,10,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0010.png,1333F50238BA8D5F328CCF452D683278A34FB5295D46ECCEAAC4FD79232E09E4,F624210CFFF3370D8092158256A37DF98295DD3107A95671480995AF8EA804AA,549AAD7FF7A573DBA26A0B33DF2B4724B7400E009CA0D0B15FD31E136B4EF47C,2,0
S2,11,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0011.png,0BAE0057D59A27E2BB689EB3C4EA5B57C4E72D5B25BB1E0A78CF17DA73ACE067,F7622A9AC71D2BE835F42D010D63CA6B51C522C8F891F852D6A9DDD6E769FC59,D4F1D78394529A9FA7C880A825032AB84C54F4FB93FB3DF0D2DC8EFA721CE230,2,0
S2,12,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0012.png,D21EA480DC012C82D305AC6BFADA9B20E6D4A0D77D4C3AA0B6595A08A26E9E4F,585F14472EACDD25066B7E1FE7B47DC09DE709AC0523BAA2E8AD3A078E0BC81B,78C84BC63980A00967BD30B7C6085E7FD27D4635D8EB149A331874A2585A05F4,2,0
S2,13,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0013.png,6AFF6103B43557E2F535939081C8FC1E9EFFC7B53BE652ACB8C379409E6E9FDD,D3C9797469DCA74925A4D1354ABB5B0E6AFB37493A3C7764EAA0FBD8882F9662,C08F9737D19784547F37A98D4479D02D673E6D6BCBF5BDC5E62767DC698C687C,2,0
S2,14,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0014.png,85463B7FE3B0BA1E94048BCFC5697375C26205AC08FC08776361E9CEB69AC1AB,FC0D545471C542FCFD43960C4907110B05563044B87F49B3A46FB6A4E8A7624D,F196449C8619E026FE3D4AC680ABBA652872EB2899027B9552544648B09953D2,2,0
S2,15,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0015.png,48A208B3AC5098F03273EF7CE93F81DB8BDA10D723CA1D1A19E5C026CE30E48D,1F47B558B5B8BC57E6E7C4270C95D1ED16767701F01CE817282321956FC67322,BB7EA78250F7C5E4BCD39FD0980B9025A8BA45A10272F845CC307517A0CB52E2,2,0
S2,16,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0016.png,4C0CC31C74408502EBF0AED6C39F7B4DD6D898D44419F03C765AF95749A39DD2,D832254670DA1F241D925F46EFCF77500124B94FC832927FA97C6262844C6D39,B57FD6C336F5774020F9B71227E0BB1AF421557FB4ADEB9C78313EA4CB2A5540,2,0
S2,17,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0017.png,F731146AB4F9F02BDF06482CC9C15287F22C08CFFDE2CB482752CC0026FD712E,8E2F607980BE3263627C6D6D97A46F8704C74236CA9B61EB228BA18EAE2CEC9B,FC1AA41394962FDFF6F2EF52E1786EE8C0B3CC8AF3D211E5D0F3BFD363B88ED2,2,0
S2,18,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0018.png,6063B6A084E853859859CBC3AA6B096375DA52F52C94EC4CF4AF7DB88A259D16,1694A2F758574D37CF4EAF50C994D599039BC63D15A25ED294C5ABB73ED61B12,EB4479E1B3AFF85C44223B22112F33424E86FAA5C1EF7ADE137B5BBF4DF1DDED,2,0
S2,19,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0019.png,F0A9366CA7162B6254EC73BC6A8EC3CDA007794D6DF0EC0973A19009F8CCED22,FFD1CA8A72B3A2801230E5A2B95B30A04EFDBCF924AD036D215BE41EBA8B06AA,724123E0883AE66179FEA43B630F105DDFE30485943794C097725E58267CBB80,2,0
S2,20,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0020.png,D848C6FFD6BCC5BC47D22EFC6582A95ED6ECBBD4FE29589095E7574A62278906,67F2E76331AD2CDFE67E5B82852EA3C14B3C843215ED44BA259E135726BDFBBB,E888220CE3335993F10F9781019F3C08DB902A770F402E23B675A62DA81C28F8,2,0
S2,21,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0021.png,E0E94E8608E561EF5EFE8AD3CE68EACFEFEDEE2AA4A7664ACDED0764EAFAE9AE,1652AFDD4FF0EBCCB168544528D471547A48788326FEF7FB96F31DA857784D4D,8463F8767924ED95C879674143B075032F6BC767DA2A0F9D84AB86E637C36FC9,2,0
S2,22,C:\Users\lab\Counterfactual-XAI-Verifier\experiments\yolov8_search_comparison\multi_scenario_symmetric\scenarios\multi_scenario_symmetric_plan_v2\S2\initial_condition\frames\frame_0022.png,E5337A3CB82CD6A8837B5066EBCD1028F0864DC186DD236C6AD4F83887216F74,404D5F523848DB224F177660C74F0CF8480BFD54CC52CCCF0790A57968B05D02,CD3D702CC5AC4CB3DEF29F3CD554915C1C5B164B0BFB7D82C5660FA9FDA608AD,1,0
